Dereplication_Type_Comparison	Evolutionary_Statistic	Homolog_Group	Value_1	Value_2
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2189	-1.023343255	-2.151387616
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2196	-1.371678016	-2.187149161
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2176	-2.781945952	-3.325588977
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2182	-3.257661773	-3.627217748
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2194	-3.057609043	-3.210440967
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2197	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2184	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2178	0.078947368	0.033333333
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2190	0.064516129	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2168	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2169	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2175	0.048387097	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2199	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2164	0	0.022058824
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2165	0.085714286	0.115384615
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2171	0.068965517	0.035087719
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2172	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2192	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2177	0	0.038461538
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2193	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2183	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2179	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2198	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2170	0	0.007751938
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2191	0.038461538	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2200	0.043478261	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2166	0	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2180	0.132352941	0.076923077
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2181	0.081081081	0.04494382
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2174	0.009375	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2195	0.0625	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2189	0.111111111	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2196	0.227272727	0.058823529
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2176	0.066666667	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2182	0	0
GC_99I99C_Derep vs. GC_97I95C_Derep	8. FUBAR Prop. Pos Sel.	EF2194	0	0
