Dereplication_Type_Comparison	Evolutionary_Statistic	Homolog_Group	Value_1	Value_2
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2198	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2176	0.066666667	0.05
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2168	0	0.012820513
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2181	0.081081081	0.061538462
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2179	0	0.015873016
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2183	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2172	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2171	0.068965517	0.080645161
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2196	0.227272727	0.157894737
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2182	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2177	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2200	0.043478261	0.041666667
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2194	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2170	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2165	0.085714286	0.106060606
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2175	0.048387097	0.045454545
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2166	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2197	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2167	NA	0.05
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2164	0	0.012931034
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2178	0.078947368	0.090909091
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2195	0.0625	0.12
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2192	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2191	0.038461538	0.035714286
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2193	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2184	0	0
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2189	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2169	0.822580645	0.943181818
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2190	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2199	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2174	0.64516129	0.732954545
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2180	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2198	1	0.999188312
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2176	0.580645161	0.731331169
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2168	0.387096774	0.439935065
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2181	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2179	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2183	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2172	0.709677419	0.768668831
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2171	0.693548387	0.767857143
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2196	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2182	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2177	1	NA
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2200	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2194	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2170	0.983870968	0.996753247
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2165	1	0.999188312
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2175	0.758064516	0.783279221
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2166	0.306451613	0.416396104
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2197	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2167	NA	0.326298701
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2164	0.370967742	0.534090909
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2178	1	0.999188312
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2195	1	NA
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2192	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2191	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2193	1	1
GC_99I99C_Derep vs. No_Derep	1. Conservation	EF2184	1	1
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2189	-0.860870058	0.338242447
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2169	4.446071626	7.498065718
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2190	-0.984371601	-1.506018656
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2199	-1.20773547	-1.578655988
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2174	0.789830389	0.870648992
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2180	-1.032322031	-1.109501133
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2198	-1.419143776	-1.207345692
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2176	-1.105812188	-1.027490019
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2168	3.238957788	3.111806785
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2181	-1.168492642	-1.105722742
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2179	-0.968990112	-1.279042204
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2183	-2.210971783	-2.011443207
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2172	0.233930587	0.169081248
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2171	1.681742295	1.985143523
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2196	-0.674996401	-1.001941118
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2182	-0.508475854	-0.467225705
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2177	-1.174056212	NA
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2200	-0.474720739	-0.573386943
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2194	-0.872756986	-1.194250014
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2170	3.767437533	5.814062062
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2165	0.040875736	1.004797392
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2175	2.467294584	2.942485381
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2166	1.829907987	1.878083701
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2197	-1.338669135	-1.135957495
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2167	NA	3.224735333
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2164	0.627941318	0.649433382
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2178	-1.623216331	-1.611305945
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2195	-0.742649216	NA
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2192	-0.827072629	-1.019961148
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2191	-1.826459764	-1.47623869
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2193	-1.409068348	-1.589160521
GC_99I99C_Derep vs. No_Derep	6. Tajimas D	EF2184	-1.118060928	-0.579080898
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2189	-0.898092218731013	-0.793364230099346
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2169	-0.09447158602954231	-0.0911396003803824
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2190	-1.0395467896284574	-0.7255763006742711
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2199	-1.118222088194905	-0.9366553315215758
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2174	-0.16974466121778603	-0.16475344096403657
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2180	-1.1022691137379055	-0.9445662843181475
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2198	-1.2395652795973804	-1.1000885349859446
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2176	-1.3102313430556074	-1.1460672413118624
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2168	-0.23908594431940308	-0.23001908004794916
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2181	-1.1025612519346473	-0.9468011583360318
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2179	-1.1207814682753718	-0.9535419532362309
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2183	-1.012189789417187	-0.911917990533541
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2172	-0.9811127324737489	-0.9099434274102293
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2171	-0.3966865648639313	-0.3884922882915239
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2196	-1.077552932514573	-0.8911142850177148
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2182	-1.1550952764574716	-1.0089849762256815
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2177	-1.0838236885666004	NA
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2200	-1.174319910464261	-0.9842859905624513
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2194	-1.3801070200681071	-1.1371136347379154
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2170	-0.10642457138387523	-0.10374392272281269
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2165	-0.8628333151072194	-0.8065188057911158
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2175	-0.6320046031039771	-0.5878027416997844
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2166	-1.243421304563786	-1.1307344066204903
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2197	-1.1138868972594216	-0.9475734372717225
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2167	NA	-1.0997784034960507
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2164	-0.10956696756139712	-0.10435064626711482
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2178	-0.9897150954873992	-0.7934358719987472
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2195	-1.1890446474238259	NA
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2192	-1.28678742711068	-1.0715768925226812
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2191	-1.1388896484044373	-0.9699962449413937
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2193	-1.1995035952461484	-0.9429234153451126
GC_99I99C_Derep vs. No_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2184	-1.2748454097590076	-1.1684078535577025
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2189	-1.6080379599469703	-1.571939836491019
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2169	-0.3269383457889702	-0.34488792727942386
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2190	-1.7666849907547435	-1.8453939474574532
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2199	-1.8767451891465519	-2.066412906753397
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2174	-0.8736935686800932	-0.8950084714531452
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2180	-1.8319997942355655	-1.9413174227777237
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2198	-2.0358647344645417	-2.136991671055683
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2176	-1.9792395819622282	-2.097705282457449
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2168	-0.5309573464121384	-0.6827101386739503
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2181	-1.8470214009594268	-1.9433186011249906
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2179	-1.834451566438879	-1.9757064823801949
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2183	-2.217619261052575	-2.2791111985514396
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2172	-1.525472219523506	-1.6632029483694455
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2171	-0.8263608179775689	-0.9432157202136278
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2196	-1.7594999495857475	-1.8751079525580923
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2182	-1.8223457803791847	-1.893208036315079
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2177	-1.8182321058935142	NA
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2200	-1.8394298552603283	-1.889184784456444
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2194	-2.0926147621791444	-2.174936205065453
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2170	-0.38606826205796374	-0.42868744179508667
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2165	-1.457743535356533	-1.4945873122773303
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2175	-1.030978603375688	-1.1045102926943533
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2166	-1.6247202891296144	-1.6953486234855037
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2197	-1.9057383125869258	-1.981902649155987
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2167	NA	-1.570329743206275
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2164	-0.5172963687852762	-0.7290363786976346
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2178	-1.8109026942372848	-1.9285312474665295
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2195	-1.8885584944068914	NA
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2192	-1.9927407580028746	-2.0600676652740977
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2191	-2.0021140711332306	-2.052830807725922
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2193	-2.002327835525412	-2.110877880362283
GC_99I99C_Derep vs. No_Derep	2. Entropy (log10 PC of 1e-5)	EF2184	-2.0331693890160705	-2.076591726813569
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2189	0.993303422	0.970071568
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2169	0.364517292	0.362350824
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2190	0.995193151	0.996255934
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2199	1.002932551	1.002682758
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2174	0.729769187	0.841893514
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2180	0.99700139	0.998229245
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2198	1.003311258	1.002995324
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2176	0.999758979	0.999621154
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2168	0.549268172	0.956334783
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2181	0.996811816	0.997793959
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2179	1	1.000370793
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2183	1.003539834	1.002995324
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2172	0.99801673	0.999314804
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2171	0.989750695	0.997159091
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2196	0.989292747	0.992655304
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2182	1.003412969	1.002932551
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2177	1.000775707	NA
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2200	1	1
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2194	1.003518068	1.002995324
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2170	0.526571972	0.531107474
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2165	0.985428319	0.986613297
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2175	0.974897959	0.991575728
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2166	0.992550744	0.997258138
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2197	1.000362947	0.999737318
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2167	NA	0.99042982
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2164	0.579852267	0.968429806
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2178	0.996481967	0.997690531
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2195	0.99899992	NA
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2192	1.003293782	1.000831255
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2191	1.00001941	1
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2193	1.002843897	1.002710027
GC_99I99C_Derep vs. No_Derep	3. Median BetaRDgc	EF2184	1.003329854	1.003003003
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2189	1.007194245	1.007264599
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2169	1.004547348	1.005461489
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2190	1.008	1.008928571
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2199	1.010443864	1.010443864
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2174	1.001595301	1.005813953
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2180	1.005375385	1.005862294
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2198	1.008486563	1.010116344
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2176	1.006681959	1.006681959
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2168	1.004547348	1.004878049
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2181	1.003057376	1.004234734
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2179	1.005411909	1.007216553
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2183	1.010443864	1.010443864
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2172	1.008612328	1.009132326
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2171	1.004424779	1.00530037
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2196	1.006134969	1.010116344
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2182	1.008486563	1.008510638
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2177	1.008203445	NA
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2200	1.008203445	1.010116344
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2194	1.008486563	1.010116344
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2170	1.005078548	1.006383094
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2165	1.004504505	1.006071468
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2175	1.004415703	1.005291005
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2166	1.005291005	1.007142857
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2197	1.008486563	1.010116344
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2167	NA	1.005968178
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2164	1.00255997	1.005249344
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2178	1.00486618	1.006514658
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2195	1.006681959	NA
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2192	1.010443864	1.010443864
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2191	1.007756102	1.007756102
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2193	1.008486563	1.010116344
GC_99I99C_Derep vs. No_Derep	4. Max BetaRDgc	EF2184	1.010443864	1.011537117
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2189	9	16
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2169	210	NA
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2190	31	27
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2199	22	30
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2174	320	321
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2180	68	81
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2198	36	49
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2176	15	17
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2168	74	80
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2181	111	153
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2179	67	77
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2183	15	20
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2172	24	23
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2171	58	75
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2196	22	26
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2182	43	55
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2177	34	NA
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2200	23	31
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2194	21	26
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2170	168	172
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2165	70	72
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2175	62	63
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2166	41	45
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2197	15	18
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2167	NA	24
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2164	213	239
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2178	38	51
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2195	16	NA
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2192	27	40
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2191	26	21
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2193	12	12
GC_99I99C_Derep vs. No_Derep	7. FUBAR Sel. Sites	EF2184	6	9
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2189	-1.023343255	-0.855714886
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2169	-3.049387825	NA
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2190	-3.264605641	-2.057546484
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2199	-2.823347593	-1.368497268
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2174	-2.460025967	-1.97353338
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2180	-2.285884476	-2.002643383
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2198	-3.576551941	-3.280866432
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2176	-2.781945952	-2.067364555
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2168	-2.805098089	-2.992352616
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2181	-2.196452373	-2.030942319
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2179	-2.853013345	-2.426567147
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2183	-2.653936317	-2.17832291
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2172	-3.114971976	-2.813637996
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2171	-2.790575308	-2.534733698
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2196	-1.371678016	-1.230507569
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2182	-3.257661773	-2.883489019
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2177	-2.365361141	NA
GC_99I99C_Derep vs. No_Derep	9. FUBAR Avg. Detla	EF2200	-2.709917313	-2.342512206
