Cluster_ID	Statistic	Value
PhamClust_170	Maximum of maximum E-values observed for any OG (log10)	-7.0675262353228465
PhamClust_170	Maximum of near-core OG E-values observed (log10):	-7.0675262353228465
PhamClust_170	Maximum distance between near-core OGs:	6
PhamClust_170	Median CDS count:	235.5
PhamClust_170	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8456463436438405
PhamClust_288	Maximum of maximum E-values observed for any OG (log10)	-17.295849483160197
PhamClust_288	Maximum of near-core OG E-values observed (log10):	-17.295849483160197
PhamClust_288	Maximum distance between near-core OGs:	8
PhamClust_288	Median CDS count:	56.0
PhamClust_288	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5001594896331738
PhamClust_134	Maximum of maximum E-values observed for any OG (log10)	-6.88941028970075
PhamClust_134	Maximum of near-core OG E-values observed (log10):	-6.88941028970075
PhamClust_134	Maximum distance between near-core OGs:	13
PhamClust_134	Median CDS count:	176
PhamClust_134	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.632768361581921
PhamClust_24	Maximum of maximum E-values observed for any OG (log10)	-6.723538195826755
PhamClust_24	Maximum of near-core OG E-values observed (log10):	-8.598599459218455
PhamClust_24	Maximum distance between near-core OGs:	15
PhamClust_24	Median CDS count:	96.5
PhamClust_24	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.42928571428571427
PhamClust_152	Maximum of maximum E-values observed for any OG (log10)	-9.688246138944244
PhamClust_152	Maximum of near-core OG E-values observed (log10):	-11.950781977329816
PhamClust_152	Maximum distance between near-core OGs:	16
PhamClust_152	Median CDS count:	65
PhamClust_152	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.38461538461538464
PhamClust_86	Maximum of maximum E-values observed for any OG (log10)	-10.496209316942819
PhamClust_86	Maximum of near-core OG E-values observed (log10):	-10.496209316942819
PhamClust_86	Maximum distance between near-core OGs:	17
PhamClust_86	Median CDS count:	66.5
PhamClust_86	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.373134328358209
PhamClust_425	Maximum of maximum E-values observed for any OG (log10)	-16.057495893831916
PhamClust_425	Maximum of near-core OG E-values observed (log10):	-16.057495893831916
PhamClust_425	Maximum distance between near-core OGs:	4
PhamClust_425	Median CDS count:	553.5
PhamClust_425	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9197112936291344
PhamClust_404	Maximum of maximum E-values observed for any OG (log10)	-16.323306390375134
PhamClust_404	Maximum of near-core OG E-values observed (log10):	-16.323306390375134
PhamClust_404	Maximum distance between near-core OGs:	4
PhamClust_404	Median CDS count:	88.0
PhamClust_404	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9550387596899225
PhamClust_435	Maximum of maximum E-values observed for any OG (log10)	-18.478861916295962
PhamClust_435	Maximum of near-core OG E-values observed (log10):	-18.478861916295962
PhamClust_435	Maximum distance between near-core OGs:	3
PhamClust_435	Median CDS count:	199.5
PhamClust_435	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9524347957183779
PhamClust_363	Maximum of maximum E-values observed for any OG (log10)	-14.508638306165727
PhamClust_363	Maximum of near-core OG E-values observed (log10):	-14.508638306165727
PhamClust_363	Maximum distance between near-core OGs:	6
PhamClust_363	Median CDS count:	85
PhamClust_363	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8823529411764706
PhamClust_56	Maximum of maximum E-values observed for any OG (log10)	-3.2418453780326097
PhamClust_56	Maximum of near-core OG E-values observed (log10):	-3.2418453780326097
PhamClust_56	Maximum distance between near-core OGs:	25
PhamClust_56	Median CDS count:	64
PhamClust_56	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.625
PhamClust_215	Maximum of maximum E-values observed for any OG (log10)	-5.982966660701219
PhamClust_215	Maximum of near-core OG E-values observed (log10):	-5.982966660701219
PhamClust_215	Maximum distance between near-core OGs:	16
PhamClust_215	Median CDS count:	156
PhamClust_215	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5064102564102564
PhamClust_154	Maximum of maximum E-values observed for any OG (log10)	-16.530177984021837
PhamClust_154	Maximum of near-core OG E-values observed (log10):	-16.530177984021837
PhamClust_154	Maximum distance between near-core OGs:	15
PhamClust_154	Median CDS count:	54.0
PhamClust_154	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4074074074074074
PhamClust_76	Maximum of maximum E-values observed for any OG (log10)	-7.795880017344074
PhamClust_76	Maximum of near-core OG E-values observed (log10):	-7.795880017344074
PhamClust_76	Maximum distance between near-core OGs:	13
PhamClust_76	Median CDS count:	172
PhamClust_76	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6547619047619048
PhamClust_102	Maximum of maximum E-values observed for any OG (log10)	-5.876148359032913
PhamClust_102	Maximum of near-core OG E-values observed (log10):	-5.876148359032913
PhamClust_102	Maximum distance between near-core OGs:	10
PhamClust_102	Median CDS count:	117.5
PhamClust_102	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6860062893081761
PhamClust_282	Maximum of maximum E-values observed for any OG (log10)	-15.46344155742847
PhamClust_282	Maximum of near-core OG E-values observed (log10):	-15.46344155742847
PhamClust_282	Maximum distance between near-core OGs:	12
PhamClust_282	Median CDS count:	58.5
PhamClust_282	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.39342105263157895
PhamClust_360	Maximum of maximum E-values observed for any OG (log10)	-15.238824186844266
PhamClust_360	Maximum of near-core OG E-values observed (log10):	-16.473660722610155
PhamClust_360	Maximum distance between near-core OGs:	4
PhamClust_360	Median CDS count:	113
PhamClust_360	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9380530973451328
PhamClust_175	Maximum of maximum E-values observed for any OG (log10)	-9.625251653989896
PhamClust_175	Maximum of near-core OG E-values observed (log10):	-9.625251653989896
PhamClust_175	Maximum distance between near-core OGs:	9
PhamClust_175	Median CDS count:	140
PhamClust_175	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6382978723404256
PhamClust_126	Maximum of maximum E-values observed for any OG (log10)	-4.832682665251823
PhamClust_126	Maximum of near-core OG E-values observed (log10):	-5.474955192963154
PhamClust_126	Maximum distance between near-core OGs:	21
PhamClust_126	Median CDS count:	76
PhamClust_126	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4473684210526316
PhamClust_308	Maximum of maximum E-values observed for any OG (log10)	-18.075204004202085
PhamClust_308	Maximum of near-core OG E-values observed (log10):	-38.54975089168064
PhamClust_308	Maximum distance between near-core OGs:	8
PhamClust_308	Median CDS count:	55.0
PhamClust_308	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7464415756372063
PhamClust_264	Maximum of maximum E-values observed for any OG (log10)	-23.133712660915805
PhamClust_264	Maximum of near-core OG E-values observed (log10):	-23.133712660915805
PhamClust_264	Maximum distance between near-core OGs:	9
PhamClust_264	Median CDS count:	77
PhamClust_264	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7662337662337663
PhamClust_367	Maximum of maximum E-values observed for any OG (log10)	-24.21112488422458
PhamClust_367	Maximum of near-core OG E-values observed (log10):	-24.21112488422458
PhamClust_367	Maximum distance between near-core OGs:	6
PhamClust_367	Median CDS count:	79.0
PhamClust_367	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9119769119769119
PhamClust_148	Maximum of maximum E-values observed for any OG (log10)	-13.043831569524636
PhamClust_148	Maximum of near-core OG E-values observed (log10):	-22.94692155651658
PhamClust_148	Maximum distance between near-core OGs:	8
PhamClust_148	Median CDS count:	70.5
PhamClust_148	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7161835748792271
PhamClust_14	Maximum of maximum E-values observed for any OG (log10)	-5.65364702554936
PhamClust_14	Maximum of near-core OG E-values observed (log10):	-5.65364702554936
PhamClust_14	Maximum distance between near-core OGs:	10
PhamClust_14	Median CDS count:	42.0
PhamClust_14	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5813953488372093
PhamClust_289	Maximum of maximum E-values observed for any OG (log10)	-20.57186520597121
PhamClust_289	Maximum of near-core OG E-values observed (log10):	-20.57186520597121
PhamClust_289	Maximum distance between near-core OGs:	19
PhamClust_289	Median CDS count:	60.0
PhamClust_289	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4166666666666667
PhamClust_207	Maximum of maximum E-values observed for any OG (log10)	-16.60032627851896
PhamClust_207	Maximum of near-core OG E-values observed (log10):	-16.60032627851896
PhamClust_207	Maximum distance between near-core OGs:	37
PhamClust_207	Median CDS count:	67
PhamClust_207	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.34328358208955223
PhamClust_187	Maximum of maximum E-values observed for any OG (log10)	-19.588380294036767
PhamClust_187	Maximum of near-core OG E-values observed (log10):	-19.588380294036767
PhamClust_187	Maximum distance between near-core OGs:	20
PhamClust_187	Median CDS count:	85.0
PhamClust_187	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4470588235294118
PhamClust_159	Maximum of maximum E-values observed for any OG (log10)	-13.87942606879415
PhamClust_159	Maximum of near-core OG E-values observed (log10):	-19.26600071346161
PhamClust_159	Maximum distance between near-core OGs:	11
PhamClust_159	Median CDS count:	53.0
PhamClust_159	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5283018867924528
PhamClust_42	Maximum of maximum E-values observed for any OG (log10)	-10.060480747381382
PhamClust_42	Maximum of near-core OG E-values observed (log10):	-19.14508697769214
PhamClust_42	Maximum distance between near-core OGs:	33
PhamClust_42	Median CDS count:	61.5
PhamClust_42	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.2992311507936508
PhamClust_210	Maximum of maximum E-values observed for any OG (log10)	-15.199970640755863
PhamClust_210	Maximum of near-core OG E-values observed (log10):	-15.199970640755863
PhamClust_210	Maximum distance between near-core OGs:	21
PhamClust_210	Median CDS count:	65
PhamClust_210	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4461538461538462
PhamClust_291	Maximum of maximum E-values observed for any OG (log10)	-20.137272471682024
PhamClust_291	Maximum of near-core OG E-values observed (log10):	-25.86646109162978
PhamClust_291	Maximum distance between near-core OGs:	8
PhamClust_291	Median CDS count:	85.5
PhamClust_291	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.832716049382716
PhamClust_43	Maximum of maximum E-values observed for any OG (log10)	-3.1307682802690233
PhamClust_43	Maximum of near-core OG E-values observed (log10):	-10.100179497572903
PhamClust_43	Maximum distance between near-core OGs:	9
PhamClust_43	Median CDS count:	48.5
PhamClust_43	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.48468085106382974
PhamClust_321	Maximum of maximum E-values observed for any OG (log10)	-11.65955588515988
PhamClust_321	Maximum of near-core OG E-values observed (log10):	-11.65955588515988
PhamClust_321	Maximum distance between near-core OGs:	5
PhamClust_321	Median CDS count:	83.0
PhamClust_321	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7600290697674419
PhamClust_105	Maximum of maximum E-values observed for any OG (log10)	-13.616184634019568
PhamClust_105	Maximum of near-core OG E-values observed (log10):	-15.490797477668897
PhamClust_105	Maximum distance between near-core OGs:	6
PhamClust_105	Median CDS count:	55.0
PhamClust_105	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6167832167832168
PhamClust_257	Maximum of maximum E-values observed for any OG (log10)	-17.165579296318466
PhamClust_257	Maximum of near-core OG E-values observed (log10):	-34.88605664769316
PhamClust_257	Maximum distance between near-core OGs:	6
PhamClust_257	Median CDS count:	41
PhamClust_257	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5853658536585366
PhamClust_59	Maximum of maximum E-values observed for any OG (log10)	-3.378823718224964
PhamClust_59	Maximum of near-core OG E-values observed (log10):	-3.378823718224964
PhamClust_59	Maximum distance between near-core OGs:	80
PhamClust_59	Median CDS count:	250
PhamClust_59	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3702290076335878
PhamClust_259	Maximum of maximum E-values observed for any OG (log10)	-15.511449283499553
PhamClust_259	Maximum of near-core OG E-values observed (log10):	-15.511449283499553
PhamClust_259	Maximum distance between near-core OGs:	8
PhamClust_259	Median CDS count:	218
PhamClust_259	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8623853211009175
PhamClust_171	Maximum of maximum E-values observed for any OG (log10)	-10.987162775294827
PhamClust_171	Maximum of near-core OG E-values observed (log10):	-10.987162775294827
PhamClust_171	Maximum distance between near-core OGs:	8
PhamClust_171	Median CDS count:	272.5
PhamClust_171	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8070657412762676
PhamClust_79	Maximum of maximum E-values observed for any OG (log10)	-5.88941028970075
PhamClust_79	Maximum of near-core OG E-values observed (log10):	-5.88941028970075
PhamClust_79	Maximum distance between near-core OGs:	21
PhamClust_79	Median CDS count:	56
PhamClust_79	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6363636363636364
PhamClust_222	Maximum of maximum E-values observed for any OG (log10)	-19.31158017799729
PhamClust_222	Maximum of near-core OG E-values observed (log10):	-19.31158017799729
PhamClust_222	Maximum distance between near-core OGs:	23
PhamClust_222	Median CDS count:	72
PhamClust_222	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4027777777777778
PhamClust_434	Maximum of maximum E-values observed for any OG (log10)	-17.89279003035213
PhamClust_434	Maximum of near-core OG E-values observed (log10):	-17.89279003035213
PhamClust_434	Maximum distance between near-core OGs:	2
PhamClust_434	Median CDS count:	64.5
PhamClust_434	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9485294117647058
PhamClust_169	Maximum of maximum E-values observed for any OG (log10)	-12.009217308196861
PhamClust_169	Maximum of near-core OG E-values observed (log10):	-16.749579997691104
PhamClust_169	Maximum distance between near-core OGs:	5
PhamClust_169	Median CDS count:	26.0
PhamClust_169	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7927350427350428
PhamClust_156	Maximum of maximum E-values observed for any OG (log10)	-12.70996538863748
PhamClust_156	Maximum of near-core OG E-values observed (log10):	-41.36051351073141
PhamClust_156	Maximum distance between near-core OGs:	15
PhamClust_156	Median CDS count:	50.5
PhamClust_156	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.21784313725490195
PhamClust_128	Maximum of maximum E-values observed for any OG (log10)	-7.14146280243036
PhamClust_128	Maximum of near-core OG E-values observed (log10):	-7.737548910269569
PhamClust_128	Maximum distance between near-core OGs:	6
PhamClust_128	Median CDS count:	61.0
PhamClust_128	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8279569892473119
PhamClust_417	Maximum of maximum E-values observed for any OG (log10)	-19.761953896871205
PhamClust_417	Maximum of near-core OG E-values observed (log10):	-19.761953896871205
PhamClust_417	Maximum distance between near-core OGs:	3
PhamClust_417	Median CDS count:	68.5
PhamClust_417	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.978154305200341
PhamClust_356	Maximum of maximum E-values observed for any OG (log10)	-20.86646109162978
PhamClust_356	Maximum of near-core OG E-values observed (log10):	-27.71669877129645
PhamClust_356	Maximum distance between near-core OGs:	3
PhamClust_356	Median CDS count:	318.0
PhamClust_356	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9811318888877901
PhamClust_374	Maximum of maximum E-values observed for any OG (log10)	-21.795880017344075
PhamClust_374	Maximum of near-core OG E-values observed (log10):	-21.795880017344075
PhamClust_374	Maximum distance between near-core OGs:	3
PhamClust_374	Median CDS count:	52
PhamClust_374	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8653846153846154
PhamClust_100	Maximum of maximum E-values observed for any OG (log10)	-7.580044251510242
PhamClust_100	Maximum of near-core OG E-values observed (log10):	-7.580044251510242
PhamClust_100	Maximum distance between near-core OGs:	12
PhamClust_100	Median CDS count:	120.0
PhamClust_100	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.709538567493113
PhamClust_3	Maximum of maximum E-values observed for any OG (log10)	-3.061480274823508
PhamClust_3	Maximum of near-core OG E-values observed (log10):	-4.703334809738468
PhamClust_3	Maximum distance between near-core OGs:	14
PhamClust_3	Median CDS count:	84.0
PhamClust_3	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3950617283950617
PhamClust_372	Maximum of maximum E-values observed for any OG (log10)	-32.317854923626165
PhamClust_372	Maximum of near-core OG E-values observed (log10):	-38.300162274132745
PhamClust_372	Maximum distance between near-core OGs:	4
PhamClust_372	Median CDS count:	51
PhamClust_372	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8431372549019608
PhamClust_57	Maximum of maximum E-values observed for any OG (log10)	-3.0048037084028203
PhamClust_57	Maximum of near-core OG E-values observed (log10):	-3.0048037084028203
PhamClust_57	Maximum distance between near-core OGs:	15
PhamClust_57	Median CDS count:	329.0
PhamClust_57	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6400615116627202
PhamClust_138	Maximum of maximum E-values observed for any OG (log10)	-12.106238237942057
PhamClust_138	Maximum of near-core OG E-values observed (log10):	-12.106238237942057
PhamClust_138	Maximum distance between near-core OGs:	7
PhamClust_138	Median CDS count:	93
PhamClust_138	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7311827956989247
PhamClust_401	Maximum of maximum E-values observed for any OG (log10)	-18.34390179798717
PhamClust_401	Maximum of near-core OG E-values observed (log10):	-18.34390179798717
PhamClust_401	Maximum distance between near-core OGs:	4
PhamClust_401	Median CDS count:	100.5
PhamClust_401	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9304812834224598
PhamClust_104	Maximum of maximum E-values observed for any OG (log10)	-4.562249437179611
PhamClust_104	Maximum of near-core OG E-values observed (log10):	-4.562249437179611
PhamClust_104	Maximum distance between near-core OGs:	14
PhamClust_104	Median CDS count:	252.0
PhamClust_104	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6964980544747081
PhamClust_139	Maximum of maximum E-values observed for any OG (log10)	-10.688246138944244
PhamClust_139	Maximum of near-core OG E-values observed (log10):	-17.60205999132796
PhamClust_139	Maximum distance between near-core OGs:	9
PhamClust_139	Median CDS count:	52.0
PhamClust_139	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7924528301886793
PhamClust_381	Maximum of maximum E-values observed for any OG (log10)	-8.458420756053417
PhamClust_381	Maximum of near-core OG E-values observed (log10):	-18.4672456210075
PhamClust_381	Maximum distance between near-core OGs:	4
PhamClust_381	Median CDS count:	86
PhamClust_381	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9186046511627907
PhamClust_340	Maximum of maximum E-values observed for any OG (log10)	-20.661543506395393
PhamClust_340	Maximum of near-core OG E-values observed (log10):	-20.661543506395393
PhamClust_340	Maximum distance between near-core OGs:	4
PhamClust_340	Median CDS count:	88.0
PhamClust_340	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8523827973653622
PhamClust_236	Maximum of maximum E-values observed for any OG (log10)	-4.896196279044043
PhamClust_236	Maximum of near-core OG E-values observed (log10):	-9.286509456906057
PhamClust_236	Maximum distance between near-core OGs:	7
PhamClust_236	Median CDS count:	64.5
PhamClust_236	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8992788461538461
PhamClust_243	Maximum of maximum E-values observed for any OG (log10)	-8.124360062995832
PhamClust_243	Maximum of near-core OG E-values observed (log10):	-8.124360062995832
PhamClust_243	Maximum distance between near-core OGs:	6
PhamClust_243	Median CDS count:	345.5
PhamClust_243	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7800543627855767
PhamClust_10	Maximum of maximum E-values observed for any OG (log10)	-3.8416375079047502
PhamClust_10	Maximum of near-core OG E-values observed (log10):	-8.139661993429005
PhamClust_10	Maximum distance between near-core OGs:	13
PhamClust_10	Median CDS count:	79
PhamClust_10	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4634146341463415
PhamClust_432	Maximum of maximum E-values observed for any OG (log10)	-31.03574036980315
PhamClust_432	Maximum of near-core OG E-values observed (log10):	-31.03574036980315
PhamClust_432	Maximum distance between near-core OGs:	1
PhamClust_432	Median CDS count:	23.0
PhamClust_432	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9130434782608695
PhamClust_19	Maximum of maximum E-values observed for any OG (log10)	-8.452225294612177
PhamClust_19	Maximum of near-core OG E-values observed (log10):	-8.647817481888637
PhamClust_19	Maximum distance between near-core OGs:	16
PhamClust_19	Median CDS count:	62.5
PhamClust_19	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.20634920634920634
PhamClust_392	Maximum of maximum E-values observed for any OG (log10)	-31.222573177610684
PhamClust_392	Maximum of near-core OG E-values observed (log10):	-31.222573177610684
PhamClust_392	Maximum distance between near-core OGs:	3
PhamClust_392	Median CDS count:	74.0
PhamClust_392	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8920547945205479
PhamClust_133	Maximum of maximum E-values observed for any OG (log10)	-7.982966660701218
PhamClust_133	Maximum of near-core OG E-values observed (log10):	-9.640164517660113
PhamClust_133	Maximum distance between near-core OGs:	26
PhamClust_133	Median CDS count:	99.5
PhamClust_133	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4271717171717172
PhamClust_307	Maximum of maximum E-values observed for any OG (log10)	-19.7594507517174
PhamClust_307	Maximum of near-core OG E-values observed (log10):	-19.7594507517174
PhamClust_307	Maximum distance between near-core OGs:	15
PhamClust_307	Median CDS count:	60.0
PhamClust_307	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.41678243956654626
PhamClust_386	Maximum of maximum E-values observed for any OG (log10)	-16.385102783966865
PhamClust_386	Maximum of near-core OG E-values observed (log10):	-16.385102783966865
PhamClust_386	Maximum distance between near-core OGs:	6
PhamClust_386	Median CDS count:	72.0
PhamClust_386	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7652173913043478
PhamClust_146	Maximum of maximum E-values observed for any OG (log10)	-14.747146969020106
PhamClust_146	Maximum of near-core OG E-values observed (log10):	-14.747146969020106
PhamClust_146	Maximum distance between near-core OGs:	6
PhamClust_146	Median CDS count:	43
PhamClust_146	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5813953488372093
PhamClust_62	Maximum of maximum E-values observed for any OG (log10)	-8.083019952679617
PhamClust_62	Maximum of near-core OG E-values observed (log10):	-8.306273051076351
PhamClust_62	Maximum distance between near-core OGs:	34
PhamClust_62	Median CDS count:	261
PhamClust_62	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.47509578544061304
PhamClust_265	Maximum of maximum E-values observed for any OG (log10)	-6.224753740259763
PhamClust_265	Maximum of near-core OG E-values observed (log10):	-6.224753740259763
PhamClust_265	Maximum distance between near-core OGs:	5
PhamClust_265	Median CDS count:	70
PhamClust_265	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6428571428571429
PhamClust_388	Maximum of maximum E-values observed for any OG (log10)	-9.899629454882437
PhamClust_388	Maximum of near-core OG E-values observed (log10):	-26.133712660915805
PhamClust_388	Maximum distance between near-core OGs:	13
PhamClust_388	Median CDS count:	184.5
PhamClust_388	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8458328435406136
PhamClust_78	Maximum of maximum E-values observed for any OG (log10)	-14.628932137728263
PhamClust_78	Maximum of near-core OG E-values observed (log10):	-15.982966660701218
PhamClust_78	Maximum distance between near-core OGs:	7
PhamClust_78	Median CDS count:	56.0
PhamClust_78	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7678571428571429
PhamClust_137	Maximum of maximum E-values observed for any OG (log10)	-7.903089986991943
PhamClust_137	Maximum of near-core OG E-values observed (log10):	-7.903089986991943
PhamClust_137	Maximum distance between near-core OGs:	5
PhamClust_137	Median CDS count:	78.0
PhamClust_137	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7357549857549857
PhamClust_423	Maximum of maximum E-values observed for any OG (log10)	-31.054039296422424
PhamClust_423	Maximum of near-core OG E-values observed (log10):	-33.38721614328026
PhamClust_423	Maximum distance between near-core OGs:	4
PhamClust_423	Median CDS count:	122.0
PhamClust_423	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9508835584223612
PhamClust_30	Maximum of maximum E-values observed for any OG (log10)	-4.935542010773081
PhamClust_30	Maximum of near-core OG E-values observed (log10):	-12.367542707815275
PhamClust_30	Maximum distance between near-core OGs:	19
PhamClust_30	Median CDS count:	54
PhamClust_30	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3877551020408163
PhamClust_106	Maximum of maximum E-values observed for any OG (log10)	-6.023191662661933
PhamClust_106	Maximum of near-core OG E-values observed (log10):	-6.023191662661933
PhamClust_106	Maximum distance between near-core OGs:	9
PhamClust_106	Median CDS count:	216
PhamClust_106	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5441860465116279
PhamClust_366	Maximum of maximum E-values observed for any OG (log10)	-14.609064892896619
PhamClust_366	Maximum of near-core OG E-values observed (log10):	-18.528708288941058
PhamClust_366	Maximum distance between near-core OGs:	3
PhamClust_366	Median CDS count:	76.0
PhamClust_366	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9210526315789473
PhamClust_298	Maximum of maximum E-values observed for any OG (log10)	-26.36151074304536
PhamClust_298	Maximum of near-core OG E-values observed (log10):	-26.36151074304536
PhamClust_298	Maximum distance between near-core OGs:	5
PhamClust_298	Median CDS count:	67.5
PhamClust_298	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7559288537549407
PhamClust_196	Maximum of maximum E-values observed for any OG (log10)	-11.478861916295962
PhamClust_196	Maximum of near-core OG E-values observed (log10):	-11.478861916295962
PhamClust_196	Maximum distance between near-core OGs:	5
PhamClust_196	Median CDS count:	214
PhamClust_196	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9439252336448598
PhamClust_266	Maximum of maximum E-values observed for any OG (log10)	-22.812479279163533
PhamClust_266	Maximum of near-core OG E-values observed (log10):	-26.56703070912559
PhamClust_266	Maximum distance between near-core OGs:	10
PhamClust_266	Median CDS count:	66
PhamClust_266	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.48484848484848486
PhamClust_182	Maximum of maximum E-values observed for any OG (log10)	-6.242603971206975
PhamClust_182	Maximum of near-core OG E-values observed (log10):	-6.242603971206975
PhamClust_182	Maximum distance between near-core OGs:	22
PhamClust_182	Median CDS count:	160
PhamClust_182	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.75625
PhamClust_433	Maximum of maximum E-values observed for any OG (log10)	-10.809668301829706
PhamClust_433	Maximum of near-core OG E-values observed (log10):	-10.809668301829706
PhamClust_433	Maximum distance between near-core OGs:	4
PhamClust_433	Median CDS count:	449.0
PhamClust_433	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9610485275078499
PhamClust_280	Maximum of maximum E-values observed for any OG (log10)	-23.917214629683546
PhamClust_280	Maximum of near-core OG E-values observed (log10):	-30.06499684854634
PhamClust_280	Maximum distance between near-core OGs:	8
PhamClust_280	Median CDS count:	62.5
PhamClust_280	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5920378904249872
