Cluster_ID	Statistic	Value
GCF_2203	Maximum of maximum E-values observed for any OG	4.37e-46
GCF_2203	Maximum of near-core OG E-values observed:	1.77e-49
GCF_2203	Maximum distance between near-core OGs:	1
GCF_2203	Median CDS count:	18.5
GCF_2203	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.925
GCF_1151	Maximum of maximum E-values observed for any OG	1.58e-30
GCF_1151	Maximum of near-core OG E-values observed:	1.58e-30
GCF_1151	Maximum distance between near-core OGs:	1
GCF_1151	Median CDS count:	4.0
GCF_1151	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1311	Maximum of maximum E-values observed for any OG	3.35e-58
GCF_1311	Maximum of near-core OG E-values observed:	3.9e-80
GCF_1311	Maximum distance between near-core OGs:	1
GCF_1311	Median CDS count:	12.0
GCF_1311	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3333333333333333
GCF_376	Maximum of maximum E-values observed for any OG	4.05e-119
GCF_376	Maximum of near-core OG E-values observed:	4.05e-119
GCF_376	Maximum distance between near-core OGs:	3
GCF_376	Median CDS count:	16.0
GCF_376	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.875
GCF_464	Maximum of maximum E-values observed for any OG	5.34e-39
GCF_464	Maximum of near-core OG E-values observed:	5.34e-39
GCF_464	Maximum distance between near-core OGs:	1
GCF_464	Median CDS count:	7.5
GCF_464	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9375
GCF_2300	Maximum of maximum E-values observed for any OG	3.95e-121
GCF_2300	Maximum of near-core OG E-values observed:	3.95e-121
GCF_2300	Maximum distance between near-core OGs:	1
GCF_2300	Median CDS count:	8.5
GCF_2300	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9444444444444444
GCF_1251	Maximum of maximum E-values observed for any OG	4.36e-45
GCF_1251	Maximum of near-core OG E-values observed:	2.88e-45
GCF_1251	Maximum distance between near-core OGs:	2
GCF_1251	Median CDS count:	24.0
GCF_1251	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.75
GCF_1551	Maximum of maximum E-values observed for any OG	5.2e-44
GCF_1551	Maximum of near-core OG E-values observed:	1.11e-84
GCF_1551	Maximum distance between near-core OGs:	2
GCF_1551	Median CDS count:	32
GCF_1551	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.53125
GCF_1225	Maximum of maximum E-values observed for any OG	2.38e-13
GCF_1225	Maximum of near-core OG E-values observed:	9.01e-217
GCF_1225	Maximum distance between near-core OGs:	5
GCF_1225	Median CDS count:	11.5
GCF_1225	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5476190476190476
GCF_641	Maximum of maximum E-values observed for any OG	3.82e-43
GCF_641	Maximum of near-core OG E-values observed:	3.82e-43
GCF_641	Maximum distance between near-core OGs:	1
GCF_641	Median CDS count:	45.0
GCF_641	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7424999999999999
GCF_764	Maximum of maximum E-values observed for any OG	1.4e-73
GCF_764	Maximum of near-core OG E-values observed:	1.11e-185
GCF_764	Maximum distance between near-core OGs:	3
GCF_764	Median CDS count:	24.5
GCF_764	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.55
GCF_933	Maximum of maximum E-values observed for any OG	1.19e-82
GCF_933	Maximum of near-core OG E-values observed:	2.26e-298
GCF_933	Maximum distance between near-core OGs:	1
GCF_933	Median CDS count:	16.0
GCF_933	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.509090909090909
GCF_583	Maximum of maximum E-values observed for any OG	1.27e-24
GCF_583	Maximum of near-core OG E-values observed:	1.27e-24
GCF_583	Maximum distance between near-core OGs:	1
GCF_583	Median CDS count:	9
GCF_583	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2327	Maximum of maximum E-values observed for any OG	5.8e-55
GCF_2327	Maximum of near-core OG E-values observed:	5.8e-55
GCF_2327	Maximum distance between near-core OGs:	3
GCF_2327	Median CDS count:	40
GCF_2327	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.775
GCF_198	Maximum of maximum E-values observed for any OG	7.43e-35
GCF_198	Maximum of near-core OG E-values observed:	7.43e-35
GCF_198	Maximum distance between near-core OGs:	2
GCF_198	Median CDS count:	25
GCF_198	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6
GCF_1677	Maximum of maximum E-values observed for any OG	3.54e-43
GCF_1677	Maximum of near-core OG E-values observed:	3.54e-43
GCF_1677	Maximum distance between near-core OGs:	1
GCF_1677	Median CDS count:	30.0
GCF_1677	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7986111111111112
GCF_922	Maximum of maximum E-values observed for any OG	1.02e-244
GCF_922	Maximum of near-core OG E-values observed:	1.02e-244
GCF_922	Maximum distance between near-core OGs:	1
GCF_922	Median CDS count:	3.0
GCF_922	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1846	Maximum of maximum E-values observed for any OG	7.13e-31
GCF_1846	Maximum of near-core OG E-values observed:	7.13e-31
GCF_1846	Maximum distance between near-core OGs:	1
GCF_1846	Median CDS count:	14
GCF_1846	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2292	Maximum of maximum E-values observed for any OG	2.5e-147
GCF_2292	Maximum of near-core OG E-values observed:	2.5e-147
GCF_2292	Maximum distance between near-core OGs:	2
GCF_2292	Median CDS count:	6
GCF_2292	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8333333333333334
GCF_2297	Maximum of maximum E-values observed for any OG	9.23e-26
GCF_2297	Maximum of near-core OG E-values observed:	9.23e-26
GCF_2297	Maximum distance between near-core OGs:	3
GCF_2297	Median CDS count:	25.0
GCF_2297	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.92
GCF_222	Maximum of maximum E-values observed for any OG	2.44e-42
GCF_222	Maximum of near-core OG E-values observed:	2.44e-42
GCF_222	Maximum distance between near-core OGs:	1
GCF_222	Median CDS count:	36.0
GCF_222	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.631578947368421
GCF_982	Maximum of maximum E-values observed for any OG	5.25e-38
GCF_982	Maximum of near-core OG E-values observed:	6.94e-59
GCF_982	Maximum distance between near-core OGs:	2
GCF_982	Median CDS count:	26.0
GCF_982	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7588325652841782
GCF_2238	Maximum of maximum E-values observed for any OG	4.37e-27
GCF_2238	Maximum of near-core OG E-values observed:	1.06e-43
GCF_2238	Maximum distance between near-core OGs:	9
GCF_2238	Median CDS count:	45
GCF_2238	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.37777777777777777
GCF_958	Maximum of maximum E-values observed for any OG	2.2e-70
GCF_958	Maximum of near-core OG E-values observed:	5.63e-121
GCF_958	Maximum distance between near-core OGs:	1
GCF_958	Median CDS count:	10.0
GCF_958	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9444444444444444
GCF_261	Maximum of maximum E-values observed for any OG	2.09e-110
GCF_261	Maximum of near-core OG E-values observed:	2.09e-110
GCF_261	Maximum distance between near-core OGs:	1
GCF_261	Median CDS count:	7.0
GCF_261	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7291666666666667
GCF_84	Maximum of maximum E-values observed for any OG	2.01e-35
GCF_84	Maximum of near-core OG E-values observed:	2.01e-35
GCF_84	Maximum distance between near-core OGs:	2
GCF_84	Median CDS count:	22.0
GCF_84	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9090909090909091
GCF_2379	Maximum of maximum E-values observed for any OG	7.87e-209
GCF_2379	Maximum of near-core OG E-values observed:	7.87e-209
GCF_2379	Maximum distance between near-core OGs:	1
GCF_2379	Median CDS count:	13.0
GCF_2379	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1272	Maximum of maximum E-values observed for any OG	3.84e-47
GCF_1272	Maximum of near-core OG E-values observed:	6.07e-58
GCF_1272	Maximum distance between near-core OGs:	2
GCF_1272	Median CDS count:	35.0
GCF_1272	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9307944307944308
GCF_412	Maximum of maximum E-values observed for any OG	1.47e-56
GCF_412	Maximum of near-core OG E-values observed:	1.47e-56
GCF_412	Maximum distance between near-core OGs:	5
GCF_412	Median CDS count:	51.0
GCF_412	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8640739314593762
GCF_2164	Maximum of maximum E-values observed for any OG	5.47e-43
GCF_2164	Maximum of near-core OG E-values observed:	5.47e-43
GCF_2164	Maximum distance between near-core OGs:	1
GCF_2164	Median CDS count:	40.0
GCF_2164	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.95
GCF_8	Maximum of maximum E-values observed for any OG	2.34e-174
GCF_8	Maximum of near-core OG E-values observed:	2.34e-174
GCF_8	Maximum distance between near-core OGs:	1
GCF_8	Median CDS count:	23.0
GCF_8	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1602	Maximum of maximum E-values observed for any OG	6.15e-71
GCF_1602	Maximum of near-core OG E-values observed:	6.15e-71
GCF_1602	Maximum distance between near-core OGs:	1
GCF_1602	Median CDS count:	53.0
GCF_1602	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2115	Maximum of maximum E-values observed for any OG	4.02e-97
GCF_2115	Maximum of near-core OG E-values observed:	6.95e-135
GCF_2115	Maximum distance between near-core OGs:	1
GCF_2115	Median CDS count:	10.5
GCF_2115	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5833333333333333
GCF_2153	Maximum of maximum E-values observed for any OG	3.4e-23
GCF_2153	Maximum of near-core OG E-values observed:	3.4e-23
GCF_2153	Maximum distance between near-core OGs:	2
GCF_2153	Median CDS count:	14.0
GCF_2153	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7777777777777778
GCF_1362	Maximum of maximum E-values observed for any OG	7.48e-23
GCF_1362	Maximum of near-core OG E-values observed:	7.48e-23
GCF_1362	Maximum distance between near-core OGs:	2
GCF_1362	Median CDS count:	23.0
GCF_1362	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9583333333333333
GCF_387	Maximum of maximum E-values observed for any OG	1.34e-35
GCF_387	Maximum of near-core OG E-values observed:	1.72e-53
GCF_387	Maximum distance between near-core OGs:	2
GCF_387	Median CDS count:	17.5
GCF_387	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9150326797385621
GCF_2375	Maximum of maximum E-values observed for any OG	4.39e-44
GCF_2375	Maximum of near-core OG E-values observed:	4.39e-44
GCF_2375	Maximum distance between near-core OGs:	1
GCF_2375	Median CDS count:	5.0
GCF_2375	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2250	Maximum of maximum E-values observed for any OG	1.04e-49
GCF_2250	Maximum of near-core OG E-values observed:	1.04e-49
GCF_2250	Maximum distance between near-core OGs:	4
GCF_2250	Median CDS count:	16.5
GCF_2250	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5076923076923077
GCF_1052	Maximum of maximum E-values observed for any OG	1.37e-81
GCF_1052	Maximum of near-core OG E-values observed:	1.37e-81
GCF_1052	Maximum distance between near-core OGs:	5
GCF_1052	Median CDS count:	32.0
GCF_1052	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.819704433497537
GCF_1985	Maximum of maximum E-values observed for any OG	8.76e-224
GCF_1985	Maximum of near-core OG E-values observed:	8.76e-224
GCF_1985	Maximum distance between near-core OGs:	1
GCF_1985	Median CDS count:	13.5
GCF_1985	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9642857142857143
GCF_2288	Maximum of maximum E-values observed for any OG	4.57e-66
GCF_2288	Maximum of near-core OG E-values observed:	4.57e-66
GCF_2288	Maximum distance between near-core OGs:	1
GCF_2288	Median CDS count:	8.5
GCF_2288	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.85
GCF_1189	Maximum of maximum E-values observed for any OG	3.98e-29
GCF_1189	Maximum of near-core OG E-values observed:	2.66e-130
GCF_1189	Maximum distance between near-core OGs:	3
GCF_1189	Median CDS count:	16.5
GCF_1189	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4772727272727273
GCF_44	Maximum of maximum E-values observed for any OG	6.25e-32
GCF_44	Maximum of near-core OG E-values observed:	6.25e-32
GCF_44	Maximum distance between near-core OGs:	1
GCF_44	Median CDS count:	38
GCF_44	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6842105263157895
GCF_146	Maximum of maximum E-values observed for any OG	1.49e-135
GCF_146	Maximum of near-core OG E-values observed:	1.49e-135
GCF_146	Maximum distance between near-core OGs:	1
GCF_146	Median CDS count:	17.5
GCF_146	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8333333333333333
GCF_1495	Maximum of maximum E-values observed for any OG	3.08e-106
GCF_1495	Maximum of near-core OG E-values observed:	4.8e-110
GCF_1495	Maximum distance between near-core OGs:	4
GCF_1495	Median CDS count:	31.5
GCF_1495	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7537878787878788
GCF_1915	Maximum of maximum E-values observed for any OG	2.27e-35
GCF_1915	Maximum of near-core OG E-values observed:	2.43e-97
GCF_1915	Maximum distance between near-core OGs:	2
GCF_1915	Median CDS count:	8
GCF_1915	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.75
GCF_136	Maximum of maximum E-values observed for any OG	2.46e-205
GCF_136	Maximum of near-core OG E-values observed:	2.46e-205
GCF_136	Maximum distance between near-core OGs:	1
GCF_136	Median CDS count:	5.5
GCF_136	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9166666666666667
GCF_1880	Maximum of maximum E-values observed for any OG	7.1e-62
GCF_1880	Maximum of near-core OG E-values observed:	7.1e-62
GCF_1880	Maximum distance between near-core OGs:	2
GCF_1880	Median CDS count:	30.0
GCF_1880	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9666666666666667
GCF_818	Maximum of maximum E-values observed for any OG	1.06e-112
GCF_818	Maximum of near-core OG E-values observed:	1.06e-112
GCF_818	Maximum distance between near-core OGs:	1
GCF_818	Median CDS count:	26.0
GCF_818	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.896551724137931
GCF_663	Maximum of maximum E-values observed for any OG	8.45e-35
GCF_663	Maximum of near-core OG E-values observed:	2.67e-92
GCF_663	Maximum distance between near-core OGs:	3
GCF_663	Median CDS count:	32.5
GCF_663	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6537356321839081
GCF_28	Maximum of maximum E-values observed for any OG	3.05e-44
GCF_28	Maximum of near-core OG E-values observed:	1.88e-48
GCF_28	Maximum distance between near-core OGs:	1
GCF_28	Median CDS count:	38.5
GCF_28	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.869015047879617
GCF_834	Maximum of maximum E-values observed for any OG	9.15e-127
GCF_834	Maximum of near-core OG E-values observed:	9.15e-127
GCF_834	Maximum distance between near-core OGs:	1
GCF_834	Median CDS count:	6.0
GCF_834	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8571428571428572
GCF_1928	Maximum of maximum E-values observed for any OG	9.79e-23
GCF_1928	Maximum of near-core OG E-values observed:	4.79e-45
GCF_1928	Maximum distance between near-core OGs:	1
GCF_1928	Median CDS count:	17.5
GCF_1928	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4640151515151515
GCF_1412	Maximum of maximum E-values observed for any OG	3.09e-46
GCF_1412	Maximum of near-core OG E-values observed:	3.09e-46
GCF_1412	Maximum distance between near-core OGs:	6
GCF_1412	Median CDS count:	27.0
GCF_1412	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8330995792426368
GCF_1153	Maximum of maximum E-values observed for any OG	7.97e-31
GCF_1153	Maximum of near-core OG E-values observed:	1.68e-42
GCF_1153	Maximum distance between near-core OGs:	9
GCF_1153	Median CDS count:	25.5
GCF_1153	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.43555900621118016
GCF_374	Maximum of maximum E-values observed for any OG	5.82e-28
GCF_374	Maximum of near-core OG E-values observed:	3.84e-185
GCF_374	Maximum distance between near-core OGs:	1
GCF_374	Median CDS count:	9
GCF_374	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4444444444444444
GCF_1255	Maximum of maximum E-values observed for any OG	6.67e-66
GCF_1255	Maximum of near-core OG E-values observed:	6.67e-66
GCF_1255	Maximum distance between near-core OGs:	1
GCF_1255	Median CDS count:	13
GCF_1255	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8461538461538461
GCF_1401	Maximum of maximum E-values observed for any OG	3.87e-49
GCF_1401	Maximum of near-core OG E-values observed:	5.03e-51
GCF_1401	Maximum distance between near-core OGs:	1
GCF_1401	Median CDS count:	33.5
GCF_1401	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7127659574468085
GCF_322	Maximum of maximum E-values observed for any OG	4.58e-40
GCF_322	Maximum of near-core OG E-values observed:	4.58e-40
GCF_322	Maximum distance between near-core OGs:	1
GCF_322	Median CDS count:	13.5
GCF_322	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8159340659340659
GCF_1627	Maximum of maximum E-values observed for any OG	3.26e-38
GCF_1627	Maximum of near-core OG E-values observed:	3.26e-38
GCF_1627	Maximum distance between near-core OGs:	4
GCF_1627	Median CDS count:	63.5
GCF_1627	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9131944444444444
GCF_1402	Maximum of maximum E-values observed for any OG	1.96e-09
GCF_1402	Maximum of near-core OG E-values observed:	7.25e-55
GCF_1402	Maximum distance between near-core OGs:	3
GCF_1402	Median CDS count:	14.0
GCF_1402	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.65625
GCF_790	Maximum of maximum E-values observed for any OG	9.65e-31
GCF_790	Maximum of near-core OG E-values observed:	9.65e-31
GCF_790	Maximum distance between near-core OGs:	1
GCF_790	Median CDS count:	17.0
GCF_790	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7083333333333334
GCF_738	Maximum of maximum E-values observed for any OG	1.35e-48
GCF_738	Maximum of near-core OG E-values observed:	2.65e-137
GCF_738	Maximum distance between near-core OGs:	1
GCF_738	Median CDS count:	20.5
GCF_738	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.780952380952381
GCF_418	Maximum of maximum E-values observed for any OG	9.87e-45
GCF_418	Maximum of near-core OG E-values observed:	2.19e-48
GCF_418	Maximum distance between near-core OGs:	2
GCF_418	Median CDS count:	15.0
GCF_418	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7638888888888888
GCF_2370	Maximum of maximum E-values observed for any OG	1.11e-65
GCF_2370	Maximum of near-core OG E-values observed:	7.9e-154
GCF_2370	Maximum distance between near-core OGs:	1
GCF_2370	Median CDS count:	6.5
GCF_2370	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9285714285714286
GCF_1933	Maximum of maximum E-values observed for any OG	8.09e-32
GCF_1933	Maximum of near-core OG E-values observed:	3.27e-105
GCF_1933	Maximum distance between near-core OGs:	8
GCF_1933	Median CDS count:	7.5
GCF_1933	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6818181818181819
GCF_550	Maximum of maximum E-values observed for any OG	2.78e-08
GCF_550	Maximum of near-core OG E-values observed:	2.78e-08
GCF_550	Maximum distance between near-core OGs:	5
GCF_550	Median CDS count:	15.5
GCF_550	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5166666666666666
GCF_708	Maximum of maximum E-values observed for any OG	1.13e-87
GCF_708	Maximum of near-core OG E-values observed:	1.13e-87
GCF_708	Maximum distance between near-core OGs:	1
GCF_708	Median CDS count:	6.0
GCF_708	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1074	Maximum of maximum E-values observed for any OG	9.25e-37
GCF_1074	Maximum of near-core OG E-values observed:	9.25e-37
GCF_1074	Maximum distance between near-core OGs:	3
GCF_1074	Median CDS count:	15.5
GCF_1074	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5904761904761905
GCF_1085	Maximum of maximum E-values observed for any OG	8.54e-87
GCF_1085	Maximum of near-core OG E-values observed:	8.54e-87
GCF_1085	Maximum distance between near-core OGs:	5
GCF_1085	Median CDS count:	33.5
GCF_1085	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9444444444444444
GCF_2081	Maximum of maximum E-values observed for any OG	1.63e-21
GCF_2081	Maximum of near-core OG E-values observed:	2.57e-112
GCF_2081	Maximum distance between near-core OGs:	1
GCF_2081	Median CDS count:	11.0
GCF_2081	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8461538461538461
GCF_1464	Maximum of maximum E-values observed for any OG	4.47e-51
GCF_1464	Maximum of near-core OG E-values observed:	4.47e-51
GCF_1464	Maximum distance between near-core OGs:	1
GCF_1464	Median CDS count:	14.5
GCF_1464	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6904761904761905
GCF_2029	Maximum of maximum E-values observed for any OG	8.6e-131
GCF_2029	Maximum of near-core OG E-values observed:	8.6e-131
GCF_2029	Maximum distance between near-core OGs:	2
GCF_2029	Median CDS count:	13.0
GCF_2029	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9285714285714286
GCF_597	Maximum of maximum E-values observed for any OG	1.28e-79
GCF_597	Maximum of near-core OG E-values observed:	6.59e-106
GCF_597	Maximum distance between near-core OGs:	1
GCF_597	Median CDS count:	11.0
GCF_597	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9166666666666667
GCF_70	Maximum of maximum E-values observed for any OG	9.29e-160
GCF_70	Maximum of near-core OG E-values observed:	9.29e-160
GCF_70	Maximum distance between near-core OGs:	1
GCF_70	Median CDS count:	9.5
GCF_70	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.95
GCF_2356	Maximum of maximum E-values observed for any OG	8.96e-33
GCF_2356	Maximum of near-core OG E-values observed:	2.33e-55
GCF_2356	Maximum distance between near-core OGs:	2
GCF_2356	Median CDS count:	15.0
GCF_2356	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7142857142857143
GCF_1015	Maximum of maximum E-values observed for any OG	7.64e-34
GCF_1015	Maximum of near-core OG E-values observed:	1.87e-71
GCF_1015	Maximum distance between near-core OGs:	1
GCF_1015	Median CDS count:	45.5
GCF_1015	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.28995098039215683
GCF_653	Maximum of maximum E-values observed for any OG	5.61e-56
GCF_653	Maximum of near-core OG E-values observed:	1.18e-60
GCF_653	Maximum distance between near-core OGs:	2
GCF_653	Median CDS count:	21.0
GCF_653	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8076923076923077
GCF_1865	Maximum of maximum E-values observed for any OG	1.1e-28
GCF_1865	Maximum of near-core OG E-values observed:	5.7e-71
GCF_1865	Maximum distance between near-core OGs:	12
GCF_1865	Median CDS count:	24.0
GCF_1865	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7555555555555555
GCF_1669	Maximum of maximum E-values observed for any OG	3.73e-157
GCF_1669	Maximum of near-core OG E-values observed:	0.0
GCF_1669	Maximum distance between near-core OGs:	2
GCF_1669	Median CDS count:	9
GCF_1669	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3333333333333333
GCF_1093	Maximum of maximum E-values observed for any OG	1.25e-36
GCF_1093	Maximum of near-core OG E-values observed:	4.46e-54
GCF_1093	Maximum distance between near-core OGs:	1
GCF_1093	Median CDS count:	14.5
GCF_1093	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8976190476190476
GCF_301	Maximum of maximum E-values observed for any OG	2.1e-100
GCF_301	Maximum of near-core OG E-values observed:	2.1e-100
GCF_301	Maximum distance between near-core OGs:	1
GCF_301	Median CDS count:	6.0
GCF_301	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_679	Maximum of maximum E-values observed for any OG	2.2e-112
GCF_679	Maximum of near-core OG E-values observed:	9.04e-247
GCF_679	Maximum distance between near-core OGs:	1
GCF_679	Median CDS count:	22
GCF_679	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.13636363636363635
GCF_626	Maximum of maximum E-values observed for any OG	5.39e-177
GCF_626	Maximum of near-core OG E-values observed:	5.39e-177
GCF_626	Maximum distance between near-core OGs:	1
GCF_626	Median CDS count:	7.5
GCF_626	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9375
GCF_11	Maximum of maximum E-values observed for any OG	7.68e-172
GCF_11	Maximum of near-core OG E-values observed:	7.68e-172
GCF_11	Maximum distance between near-core OGs:	1
GCF_11	Median CDS count:	4.0
GCF_11	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6666666666666666
GCF_908	Maximum of maximum E-values observed for any OG	3.52e-48
GCF_908	Maximum of near-core OG E-values observed:	5.04e-61
GCF_908	Maximum distance between near-core OGs:	4
GCF_908	Median CDS count:	58
GCF_908	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9482758620689655
GCF_1204	Maximum of maximum E-values observed for any OG	9.84e-67
GCF_1204	Maximum of near-core OG E-values observed:	1.28e-76
GCF_1204	Maximum distance between near-core OGs:	1
GCF_1204	Median CDS count:	24.5
GCF_1204	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6621621621621622
GCF_1014	Maximum of maximum E-values observed for any OG	8.59e-44
GCF_1014	Maximum of near-core OG E-values observed:	8.59e-44
GCF_1014	Maximum distance between near-core OGs:	7
GCF_1014	Median CDS count:	54.5
GCF_1014	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8562158469945356
GCF_1901	Maximum of maximum E-values observed for any OG	9.95e-52
GCF_1901	Maximum of near-core OG E-values observed:	9.95e-52
GCF_1901	Maximum distance between near-core OGs:	2
GCF_1901	Median CDS count:	41.0
GCF_1901	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9761904761904762
GCF_1668	Maximum of maximum E-values observed for any OG	1.75e-30
GCF_1668	Maximum of near-core OG E-values observed:	1.25e-32
GCF_1668	Maximum distance between near-core OGs:	1
GCF_1668	Median CDS count:	11
GCF_1668	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1777	Maximum of maximum E-values observed for any OG	9.04e-28
GCF_1777	Maximum of near-core OG E-values observed:	5.49e-65
GCF_1777	Maximum distance between near-core OGs:	1
GCF_1777	Median CDS count:	5.0
GCF_1777	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8
GCF_2170	Maximum of maximum E-values observed for any OG	3.05e-07
GCF_2170	Maximum of near-core OG E-values observed:	6.38e-23
GCF_2170	Maximum distance between near-core OGs:	8
GCF_2170	Median CDS count:	24
GCF_2170	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.2962962962962963
GCF_77	Maximum of maximum E-values observed for any OG	5.54e-37
GCF_77	Maximum of near-core OG E-values observed:	5.54e-37
GCF_77	Maximum distance between near-core OGs:	3
