Cluster_ID	Statistic	Value
GCF_1516	Maximum distance between near-core OGs:	5
GCF_1516	Median CDS count:	6.5
GCF_1516	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.65
GCF_1376	Maximum of maximum E-values observed for any OG (log10)	-33.04191415147891
GCF_1376	Maximum of near-core OG E-values observed (log10):	-177.66554624884904
GCF_1376	Maximum distance between near-core OGs:	2
GCF_1376	Median CDS count:	9.0
GCF_1376	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9
GCF_1321	Maximum of maximum E-values observed for any OG (log10)	-85.92445303860747
GCF_1321	Maximum of near-core OG E-values observed (log10):	-85.92445303860747
GCF_1321	Maximum distance between near-core OGs:	3
GCF_1321	Median CDS count:	13.0
GCF_1321	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_969	Maximum of maximum E-values observed for any OG (log10)	-187.67985371388892
GCF_969	Maximum of near-core OG E-values observed (log10):	-187.67985371388892
GCF_969	Maximum distance between near-core OGs:	1
GCF_969	Median CDS count:	8.0
GCF_969	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_560	Maximum of maximum E-values observed for any OG (log10)	-41.29929628285498
GCF_560	Maximum of near-core OG E-values observed (log10):	-77.41793663708829
GCF_560	Maximum distance between near-core OGs:	4
GCF_560	Median CDS count:	15.5
GCF_560	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7815126050420168
GCF_477	Maximum of maximum E-values observed for any OG (log10)	-27.504455662453548
GCF_477	Maximum of near-core OG E-values observed (log10):	-38.602059991327955
GCF_477	Maximum distance between near-core OGs:	3
GCF_477	Median CDS count:	13
GCF_477	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7692307692307693
GCF_169	Maximum of maximum E-values observed for any OG (log10)	-267.0065637695024
GCF_169	Maximum of near-core OG E-values observed (log10):	-272.2557070168773
GCF_169	Maximum distance between near-core OGs:	1
GCF_169	Median CDS count:	9.5
GCF_169	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.95
GCF_2203	Maximum of maximum E-values observed for any OG (log10)	-45.359518563029575
GCF_2203	Maximum of near-core OG E-values observed (log10):	-48.75202673363819
GCF_2203	Maximum distance between near-core OGs:	1
GCF_2203	Median CDS count:	18.5
GCF_2203	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.925
GCF_1151	Maximum of maximum E-values observed for any OG (log10)	-29.801342913045573
GCF_1151	Maximum of near-core OG E-values observed (log10):	-29.801342913045573
GCF_1151	Maximum distance between near-core OGs:	1
GCF_1151	Median CDS count:	4.0
GCF_1151	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1311	Maximum of maximum E-values observed for any OG (log10)	-57.474955192963144
GCF_1311	Maximum of near-core OG E-values observed (log10):	-79.40893539297349
GCF_1311	Maximum distance between near-core OGs:	1
GCF_1311	Median CDS count:	12.0
GCF_1311	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3333333333333333
GCF_376	Maximum of maximum E-values observed for any OG (log10)	-118.39254497678532
GCF_376	Maximum of near-core OG E-values observed (log10):	-118.39254497678532
GCF_376	Maximum distance between near-core OGs:	3
GCF_376	Median CDS count:	16.0
GCF_376	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.875
GCF_464	Maximum of maximum E-values observed for any OG (log10)	-38.27245874297144
GCF_464	Maximum of near-core OG E-values observed (log10):	-38.27245874297144
GCF_464	Maximum distance between near-core OGs:	1
GCF_464	Median CDS count:	7.5
GCF_464	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9375
GCF_2300	Maximum of maximum E-values observed for any OG (log10)	-120.40340290437354
GCF_2300	Maximum of near-core OG E-values observed (log10):	-120.40340290437354
GCF_2300	Maximum distance between near-core OGs:	1
GCF_2300	Median CDS count:	8.5
GCF_2300	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9444444444444444
GCF_1251	Maximum of maximum E-values observed for any OG (log10)	-44.36051351073141
GCF_1251	Maximum of near-core OG E-values observed (log10):	-44.54060751224077
GCF_1251	Maximum distance between near-core OGs:	2
GCF_1251	Median CDS count:	24.0
GCF_1251	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.75
GCF_1551	Maximum of maximum E-values observed for any OG (log10)	-43.2839966563652
GCF_1551	Maximum of near-core OG E-values observed (log10):	-83.95467702121334
GCF_1551	Maximum distance between near-core OGs:	2
GCF_1551	Median CDS count:	32
GCF_1551	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.53125
GCF_1225	Maximum of maximum E-values observed for any OG (log10)	-12.623423042943486
GCF_1225	Maximum of near-core OG E-values observed (log10):	-216.04527520902093
GCF_1225	Maximum distance between near-core OGs:	5
GCF_1225	Median CDS count:	11.5
GCF_1225	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5476190476190476
GCF_641	Maximum of maximum E-values observed for any OG (log10)	-42.41793663708829
GCF_641	Maximum of near-core OG E-values observed (log10):	-42.41793663708829
GCF_641	Maximum distance between near-core OGs:	1
GCF_641	Median CDS count:	45.0
GCF_641	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7424999999999999
GCF_764	Maximum of maximum E-values observed for any OG (log10)	-72.85387196432175
GCF_764	Maximum of near-core OG E-values observed (log10):	-184.9546770212133
GCF_764	Maximum distance between near-core OGs:	3
GCF_764	Median CDS count:	24.5
GCF_764	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.55
GCF_933	Maximum of maximum E-values observed for any OG (log10)	-81.92445303860747
GCF_933	Maximum of near-core OG E-values observed (log10):	-297.6439741428069
GCF_933	Maximum distance between near-core OGs:	1
GCF_933	Median CDS count:	16.0
GCF_933	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.509090909090909
GCF_583	Maximum of maximum E-values observed for any OG (log10)	-23.89619627904404
GCF_583	Maximum of near-core OG E-values observed (log10):	-23.89619627904404
GCF_583	Maximum distance between near-core OGs:	1
GCF_583	Median CDS count:	9
GCF_583	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2327	Maximum of maximum E-values observed for any OG (log10)	-54.23657200643706
GCF_2327	Maximum of near-core OG E-values observed (log10):	-54.23657200643706
GCF_2327	Maximum distance between near-core OGs:	3
GCF_2327	Median CDS count:	40
GCF_2327	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.775
GCF_198	Maximum of maximum E-values observed for any OG (log10)	-34.129011186239424
GCF_198	Maximum of near-core OG E-values observed (log10):	-34.129011186239424
GCF_198	Maximum distance between near-core OGs:	2
GCF_198	Median CDS count:	25
GCF_198	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6
GCF_1677	Maximum of maximum E-values observed for any OG (log10)	-42.45099673797421
GCF_1677	Maximum of near-core OG E-values observed (log10):	-42.45099673797421
GCF_1677	Maximum distance between near-core OGs:	1
GCF_1677	Median CDS count:	30.0
GCF_1677	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7986111111111112
GCF_922	Maximum of maximum E-values observed for any OG (log10)	-243.99139982823806
GCF_922	Maximum of near-core OG E-values observed (log10):	-243.99139982823806
GCF_922	Maximum distance between near-core OGs:	1
GCF_922	Median CDS count:	3.0
GCF_922	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1846	Maximum of maximum E-values observed for any OG (log10)	-30.146910470148132
GCF_1846	Maximum of near-core OG E-values observed (log10):	-30.146910470148132
GCF_1846	Maximum distance between near-core OGs:	1
GCF_1846	Median CDS count:	14
GCF_1846	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2292	Maximum of maximum E-values observed for any OG (log10)	-146.60205999132793
GCF_2292	Maximum of near-core OG E-values observed (log10):	-146.60205999132793
GCF_2292	Maximum distance between near-core OGs:	2
GCF_2292	Median CDS count:	6
GCF_2292	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8333333333333334
GCF_2297	Maximum of maximum E-values observed for any OG (log10)	-25.034798298974085
GCF_2297	Maximum of near-core OG E-values observed (log10):	-25.034798298974085
GCF_2297	Maximum distance between near-core OGs:	3
GCF_2297	Median CDS count:	25.0
GCF_2297	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.92
GCF_222	Maximum of maximum E-values observed for any OG (log10)	-41.61261017366127
GCF_222	Maximum of near-core OG E-values observed (log10):	-41.61261017366127
GCF_222	Maximum distance between near-core OGs:	1
GCF_222	Median CDS count:	36.0
GCF_222	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.631578947368421
GCF_982	Maximum of maximum E-values observed for any OG (log10)	-37.27984069659404
GCF_982	Maximum of near-core OG E-values observed (log10):	-58.15864052954514
GCF_982	Maximum distance between near-core OGs:	2
GCF_982	Median CDS count:	26.0
GCF_982	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7588325652841782
GCF_2238	Maximum of maximum E-values observed for any OG (log10)	-26.359518563029575
GCF_2238	Maximum of near-core OG E-values observed (log10):	-42.97469413473522
GCF_2238	Maximum distance between near-core OGs:	9
GCF_2238	Median CDS count:	45
GCF_2238	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.37777777777777777
GCF_958	Maximum of maximum E-values observed for any OG (log10)	-69.65757731917779
GCF_958	Maximum of near-core OG E-values observed (log10):	-120.24949160514863
GCF_958	Maximum distance between near-core OGs:	1
GCF_958	Median CDS count:	10.0
GCF_958	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9444444444444444
GCF_261	Maximum of maximum E-values observed for any OG (log10)	-109.67985371388893
GCF_261	Maximum of near-core OG E-values observed (log10):	-109.67985371388893
GCF_261	Maximum distance between near-core OGs:	1
GCF_261	Median CDS count:	7.0
GCF_261	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7291666666666667
GCF_84	Maximum of maximum E-values observed for any OG (log10)	-34.69680394257951
GCF_84	Maximum of near-core OG E-values observed (log10):	-34.69680394257951
GCF_84	Maximum distance between near-core OGs:	2
GCF_84	Median CDS count:	22.0
GCF_84	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9090909090909091
GCF_2379	Maximum of maximum E-values observed for any OG (log10)	-208.1040252676409
GCF_2379	Maximum of near-core OG E-values observed (log10):	-208.1040252676409
GCF_2379	Maximum distance between near-core OGs:	1
GCF_2379	Median CDS count:	13.0
GCF_2379	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1272	Maximum of maximum E-values observed for any OG (log10)	-46.41566877563247
GCF_1272	Maximum of near-core OG E-values observed (log10):	-57.21681130892473
GCF_1272	Maximum distance between near-core OGs:	2
GCF_1272	Median CDS count:	35.0
GCF_1272	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9307944307944308
GCF_412	Maximum of maximum E-values observed for any OG (log10)	-55.832682665251816
GCF_412	Maximum of near-core OG E-values observed (log10):	-55.832682665251816
GCF_412	Maximum distance between near-core OGs:	5
GCF_412	Median CDS count:	51.0
GCF_412	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8640739314593762
GCF_2164	Maximum of maximum E-values observed for any OG (log10)	-42.26201267366657
GCF_2164	Maximum of near-core OG E-values observed (log10):	-42.26201267366657
GCF_2164	Maximum distance between near-core OGs:	1
GCF_2164	Median CDS count:	40.0
GCF_2164	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.95
GCF_8	Maximum of maximum E-values observed for any OG (log10)	-173.63078414258985
GCF_8	Maximum of near-core OG E-values observed (log10):	-173.63078414258985
GCF_8	Maximum distance between near-core OGs:	1
GCF_8	Median CDS count:	23.0
GCF_8	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1602	Maximum of maximum E-values observed for any OG (log10)	-70.21112488422457
GCF_1602	Maximum of near-core OG E-values observed (log10):	-70.21112488422457
GCF_1602	Maximum distance between near-core OGs:	1
GCF_1602	Median CDS count:	53.0
GCF_1602	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2115	Maximum of maximum E-values observed for any OG (log10)	-96.39577394691553
GCF_2115	Maximum of near-core OG E-values observed (log10):	-134.1580151954099
GCF_2115	Maximum distance between near-core OGs:	1
GCF_2115	Median CDS count:	10.5
GCF_2115	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5833333333333333
GCF_2153	Maximum of maximum E-values observed for any OG (log10)	-22.468521082957743
GCF_2153	Maximum of near-core OG E-values observed (log10):	-22.468521082957743
GCF_2153	Maximum distance between near-core OGs:	2
GCF_2153	Median CDS count:	14.0
GCF_2153	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7777777777777778
GCF_1362	Maximum of maximum E-values observed for any OG (log10)	-22.126098402135536
GCF_1362	Maximum of near-core OG E-values observed (log10):	-22.126098402135536
GCF_1362	Maximum distance between near-core OGs:	2
GCF_1362	Median CDS count:	23.0
GCF_1362	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9583333333333333
GCF_387	Maximum of maximum E-values observed for any OG (log10)	-34.87289520163519
GCF_387	Maximum of near-core OG E-values observed (log10):	-52.76447155309245
GCF_387	Maximum distance between near-core OGs:	2
GCF_387	Median CDS count:	17.5
GCF_387	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9150326797385621
GCF_2375	Maximum of maximum E-values observed for any OG (log10)	-43.35753547975787
GCF_2375	Maximum of near-core OG E-values observed (log10):	-43.35753547975787
GCF_2375	Maximum distance between near-core OGs:	1
GCF_2375	Median CDS count:	5.0
GCF_2375	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2250	Maximum of maximum E-values observed for any OG (log10)	-48.982966660701216
GCF_2250	Maximum of near-core OG E-values observed (log10):	-48.982966660701216
GCF_2250	Maximum distance between near-core OGs:	4
GCF_2250	Median CDS count:	16.5
GCF_2250	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5076923076923077
GCF_1052	Maximum of maximum E-values observed for any OG (log10)	-80.86327943284358
GCF_1052	Maximum of near-core OG E-values observed (log10):	-80.86327943284358
GCF_1052	Maximum distance between near-core OGs:	5
GCF_1052	Median CDS count:	32.0
GCF_1052	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.819704433497537
GCF_1985	Maximum of maximum E-values observed for any OG (log10)	-223.0574958938319
GCF_1985	Maximum of near-core OG E-values observed (log10):	-223.0574958938319
GCF_1985	Maximum distance between near-core OGs:	1
GCF_1985	Median CDS count:	13.5
GCF_1985	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9642857142857143
GCF_2288	Maximum of maximum E-values observed for any OG (log10)	-65.34008379993014
GCF_2288	Maximum of near-core OG E-values observed (log10):	-65.34008379993014
GCF_2288	Maximum distance between near-core OGs:	1
GCF_2288	Median CDS count:	8.5
GCF_2288	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.85
GCF_1189	Maximum of maximum E-values observed for any OG (log10)	-28.400116927926312
GCF_1189	Maximum of near-core OG E-values observed (log10):	-129.57511836336894
GCF_1189	Maximum distance between near-core OGs:	3
GCF_1189	Median CDS count:	16.5
GCF_1189	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4772727272727273
GCF_44	Maximum of maximum E-values observed for any OG (log10)	-31.204119982655925
GCF_44	Maximum of near-core OG E-values observed (log10):	-31.204119982655925
GCF_44	Maximum distance between near-core OGs:	1
GCF_44	Median CDS count:	38
GCF_44	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6842105263157895
GCF_146	Maximum of maximum E-values observed for any OG (log10)	-134.8268137315877
GCF_146	Maximum of near-core OG E-values observed (log10):	-134.8268137315877
GCF_146	Maximum distance between near-core OGs:	1
GCF_146	Median CDS count:	17.5
GCF_146	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8333333333333333
GCF_1495	Maximum of maximum E-values observed for any OG (log10)	-105.51144928349954
GCF_1495	Maximum of near-core OG E-values observed (log10):	-109.3187587626244
GCF_1495	Maximum distance between near-core OGs:	4
GCF_1495	Median CDS count:	31.5
GCF_1495	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7537878787878788
GCF_1915	Maximum of maximum E-values observed for any OG (log10)	-34.643974142806876
GCF_1915	Maximum of near-core OG E-values observed (log10):	-96.61439372640169
GCF_1915	Maximum distance between near-core OGs:	2
GCF_1915	Median CDS count:	8
GCF_1915	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.75
GCF_136	Maximum of maximum E-values observed for any OG (log10)	-204.60906489289658
GCF_136	Maximum of near-core OG E-values observed (log10):	-204.60906489289658
GCF_136	Maximum distance between near-core OGs:	1
GCF_136	Median CDS count:	5.5
GCF_136	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9166666666666667
GCF_1880	Maximum of maximum E-values observed for any OG (log10)	-61.14874165128092
GCF_1880	Maximum of near-core OG E-values observed (log10):	-61.14874165128092
GCF_1880	Maximum distance between near-core OGs:	2
GCF_1880	Median CDS count:	30.0
GCF_1880	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9666666666666667
GCF_818	Maximum of maximum E-values observed for any OG (log10)	-111.97469413473522
GCF_818	Maximum of near-core OG E-values observed (log10):	-111.97469413473522
GCF_818	Maximum distance between near-core OGs:	1
GCF_818	Median CDS count:	26.0
GCF_818	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.896551724137931
GCF_663	Maximum of maximum E-values observed for any OG (log10)	-34.07314329105031
GCF_663	Maximum of near-core OG E-values observed (log10):	-91.57348873863542
GCF_663	Maximum distance between near-core OGs:	3
GCF_663	Median CDS count:	32.5
GCF_663	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6537356321839081
GCF_28	Maximum of maximum E-values observed for any OG (log10)	-43.51570016065321
GCF_28	Maximum of near-core OG E-values observed (log10):	-47.72584215073631
GCF_28	Maximum distance between near-core OGs:	1
GCF_28	Median CDS count:	38.5
GCF_28	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.869015047879617
GCF_834	Maximum of maximum E-values observed for any OG (log10)	-126.03857890593353
GCF_834	Maximum of near-core OG E-values observed (log10):	-126.03857890593353
GCF_834	Maximum distance between near-core OGs:	1
GCF_834	Median CDS count:	6.0
GCF_834	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8571428571428572
GCF_1928	Maximum of maximum E-values observed for any OG (log10)	-22.00921730819686
GCF_1928	Maximum of near-core OG E-values observed (log10):	-44.31966448658543
GCF_1928	Maximum distance between near-core OGs:	1
GCF_1928	Median CDS count:	17.5
GCF_1928	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4640151515151515
GCF_1412	Maximum of maximum E-values observed for any OG (log10)	-45.51004152057516
GCF_1412	Maximum of near-core OG E-values observed (log10):	-45.51004152057516
GCF_1412	Maximum distance between near-core OGs:	6
GCF_1412	Median CDS count:	27.0
GCF_1412	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8330995792426368
GCF_1153	Maximum of maximum E-values observed for any OG (log10)	-30.098541678603887
GCF_1153	Maximum of near-core OG E-values observed (log10):	-41.77469071827413
GCF_1153	Maximum distance between near-core OGs:	9
GCF_1153	Median CDS count:	25.5
GCF_1153	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.43555900621118016
GCF_374	Maximum of maximum E-values observed for any OG (log10)	-27.235077015350107
GCF_374	Maximum of near-core OG E-values observed (log10):	-184.41566877563247
GCF_374	Maximum distance between near-core OGs:	1
GCF_374	Median CDS count:	9
GCF_374	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4444444444444444
GCF_1255	Maximum of maximum E-values observed for any OG (log10)	-65.17587416608345
GCF_1255	Maximum of near-core OG E-values observed (log10):	-65.17587416608345
GCF_1255	Maximum distance between near-core OGs:	1
GCF_1255	Median CDS count:	13
GCF_1255	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8461538461538461
GCF_1401	Maximum of maximum E-values observed for any OG (log10)	-48.41228903498108
GCF_1401	Maximum of near-core OG E-values observed (log10):	-50.29843201494407
GCF_1401	Maximum distance between near-core OGs:	1
GCF_1401	Median CDS count:	33.5
GCF_1401	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7127659574468085
GCF_322	Maximum of maximum E-values observed for any OG (log10)	-39.33913452199612
GCF_322	Maximum of near-core OG E-values observed (log10):	-39.33913452199612
GCF_322	Maximum distance between near-core OGs:	1
GCF_322	Median CDS count:	13.5
GCF_322	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8159340659340659
GCF_1627	Maximum of maximum E-values observed for any OG (log10)	-37.48678239993205
GCF_1627	Maximum of near-core OG E-values observed (log10):	-37.48678239993205
GCF_1627	Maximum distance between near-core OGs:	4
GCF_1627	Median CDS count:	63.5
GCF_1627	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9131944444444444
GCF_1402	Maximum of maximum E-values observed for any OG (log10)	-8.707743928643524
GCF_1402	Maximum of near-core OG E-values observed (log10):	-54.139661993429
GCF_1402	Maximum distance between near-core OGs:	3
GCF_1402	Median CDS count:	14.0
GCF_1402	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.65625
GCF_790	Maximum of maximum E-values observed for any OG (log10)	-30.015472686656203
GCF_790	Maximum of near-core OG E-values observed (log10):	-30.015472686656203
GCF_790	Maximum distance between near-core OGs:	1
GCF_790	Median CDS count:	17.0
GCF_790	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7083333333333334
GCF_738	Maximum of maximum E-values observed for any OG (log10)	-47.869666231504986
GCF_738	Maximum of near-core OG E-values observed (log10):	-136.57675412606318
GCF_738	Maximum distance between near-core OGs:	1
GCF_738	Median CDS count:	20.5
GCF_738	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.780952380952381
GCF_418	Maximum of maximum E-values observed for any OG (log10)	-44.005682847330355
GCF_418	Maximum of near-core OG E-values observed (log10):	-47.659555885159875
GCF_418	Maximum distance between near-core OGs:	2
GCF_418	Median CDS count:	15.0
GCF_418	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7638888888888888
GCF_2370	Maximum of maximum E-values observed for any OG (log10)	-64.95467702121333
GCF_2370	Maximum of near-core OG E-values observed (log10):	-153.10237290870953
GCF_2370	Maximum distance between near-core OGs:	1
GCF_2370	Median CDS count:	6.5
GCF_2370	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9285714285714286
GCF_1933	Maximum of maximum E-values observed for any OG (log10)	-31.092051478387724
GCF_1933	Maximum of near-core OG E-values observed (log10):	-104.48545224733971
GCF_1933	Maximum distance between near-core OGs:	8
GCF_1933	Median CDS count:	7.5
GCF_1933	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6818181818181819
GCF_550	Maximum of maximum E-values observed for any OG (log10)	-7.555955204081923
GCF_550	Maximum of near-core OG E-values observed (log10):	-7.555955204081923
GCF_550	Maximum distance between near-core OGs:	5
GCF_550	Median CDS count:	15.5
GCF_550	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5166666666666666
GCF_708	Maximum of maximum E-values observed for any OG (log10)	-86.94692155651657
GCF_708	Maximum of near-core OG E-values observed (log10):	-86.94692155651657
GCF_708	Maximum distance between near-core OGs:	1
GCF_708	Median CDS count:	6.0
GCF_708	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1074	Maximum of maximum E-values observed for any OG (log10)	-36.03385826726097
GCF_1074	Maximum of near-core OG E-values observed (log10):	-36.03385826726097
GCF_1074	Maximum distance between near-core OGs:	3
GCF_1074	Median CDS count:	15.5
GCF_1074	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5904761904761905
GCF_1085	Maximum of maximum E-values observed for any OG (log10)	-86.06854212931098
GCF_1085	Maximum of near-core OG E-values observed (log10):	-86.06854212931098
GCF_1085	Maximum distance between near-core OGs:	5
GCF_1085	Median CDS count:	33.5
GCF_1085	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9444444444444444
GCF_2081	Maximum of maximum E-values observed for any OG (log10)	-20.787812395596042
GCF_2081	Maximum of near-core OG E-values observed (log10):	-111.5900668766687
GCF_2081	Maximum distance between near-core OGs:	1
GCF_2081	Median CDS count:	11.0
GCF_2081	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8461538461538461
GCF_1464	Maximum of maximum E-values observed for any OG (log10)	-50.349692476868064
GCF_1464	Maximum of near-core OG E-values observed (log10):	-50.349692476868064
GCF_1464	Maximum distance between near-core OGs:	1
GCF_1464	Median CDS count:	14.5
GCF_1464	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6904761904761905
GCF_2029	Maximum of maximum E-values observed for any OG (log10)	-130.06550154875643
GCF_2029	Maximum of near-core OG E-values observed (log10):	-130.06550154875643
GCF_2029	Maximum distance between near-core OGs:	2
GCF_2029	Median CDS count:	13.0
GCF_2029	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9285714285714286
GCF_597	Maximum of maximum E-values observed for any OG (log10)	-78.89279003035213
GCF_597	Maximum of near-core OG E-values observed (log10):	-105.18111458540598
GCF_597	Maximum distance between near-core OGs:	1
GCF_597	Median CDS count:	11.0
GCF_597	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9166666666666667
GCF_70	Maximum of maximum E-values observed for any OG (log10)	-159.03198428600635
GCF_70	Maximum of near-core OG E-values observed (log10):	-159.03198428600635
GCF_70	Maximum distance between near-core OGs:	1
GCF_70	Median CDS count:	9.5
GCF_70	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.95
GCF_2356	Maximum of maximum E-values observed for any OG (log10)	-32.047691990337874
GCF_2356	Maximum of near-core OG E-values observed (log10):	-54.632644078973975
GCF_2356	Maximum distance between near-core OGs:	2
GCF_2356	Median CDS count:	15.0
GCF_2356	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7142857142857143
GCF_1015	Maximum of maximum E-values observed for any OG (log10)	-33.11690664142431
GCF_1015	Maximum of near-core OG E-values observed (log10):	-70.72815839346349
GCF_1015	Maximum distance between near-core OGs:	1
GCF_1015	Median CDS count:	45.5
GCF_1015	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.28995098039215683
GCF_653	Maximum of maximum E-values observed for any OG (log10)	-55.25103713874383
GCF_653	Maximum of near-core OG E-values observed (log10):	-59.92811799269387
GCF_653	Maximum distance between near-core OGs:	2
GCF_653	Median CDS count:	21.0
GCF_653	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8076923076923077
GCF_1865	Maximum of maximum E-values observed for any OG (log10)	-27.95860731484177
GCF_1865	Maximum of near-core OG E-values observed (log10):	-70.2441251443275
GCF_1865	Maximum distance between near-core OGs:	12
GCF_1865	Median CDS count:	24.0
GCF_1865	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7555555555555555
GCF_1669	Maximum of maximum E-values observed for any OG (log10)	-156.4282911681913
GCF_1669	Maximum of near-core OG E-values observed (log10):	-299.99999999999994
GCF_1669	Maximum distance between near-core OGs:	2
GCF_1669	Median CDS count:	9
